STUDENT_ID,Name,Math,Science,English,Total,Grade
135,Bud,0,53,98.5,163.9,knowledge user
136,Phillipp,78,51,54.3,122.5,Proactive
137,Jeralee,23,10,53.5,57.4,systemic
138,Alla,6,98,54.4,130.6,24 hour
139,Penny,12,10,48.2,175.1,Multi-layered
140,Bidget,54,63,78.3,272.8,coherent
141,Eachelle,89,93,21.1,205.9,pricing structure
142,Collete,30,21,44.7,293.6,Up-sized
143,Bordie,23,45,59.9,73.6,customer loyalty
144,Davon,77,18,75.0,128.6,time-frame
145,Patrizia,38,30,80.5,183.1,Stand-alone
146,Taddeusz,34,54,47.1,200.7,real-time
147,Ronica,77,59,44.3,54.6,modular
148,Alden,0,80,93.7,138.9,24 hour
149,Levin,59,27,62.0,172.8,info-mediaries
150,Nathan,79,26,72.3,153.8,Grass-roots
151,Ivette,24,11,14.4,151.6,Reverse-engineered
152,Frances,28,27,20.8,122.4,logistical
153,Cameron,89,40,46.2,43.2,Grass-roots
154,Elsie,77,99,49.6,116.1,asynchronous
155,Vernon,5,55,97.3,229.0,Optional
156,Tyne,81,22,79.2,138.3,real-time
157,Othella,16,20,73.9,8.7,Intuitive
158,Trudey,6,46,64.9,168.9,access
159,Conroy,1,26,50.0,88.4,Stand-alone
160,Cynthie,42,23,64.4,177.4,solution-oriented
161,Kylie,12,9,36.2,0.3,neutral
162,Morissa,28,71,41.7,252.8,next generation
163,Analise,79,61,42.1,263.6,data-warehouse
164,Allsun,38,20,29.2,163.8,pricing structure
165,Geri,23,54,64.1,49.4,project
166,Reba,77,8,24.4,40.0,portal
167,Glendon,4,29,8.4,209.4,Adaptive
168,Gabriell,16,84,63.2,86.1,Switchable
169,Issy,86,49,99.7,245.1,zero defect
170,Etienne,81,86,23.6,136.2,User-friendly
171,Ellis,87,77,44.3,217.7,Configurable
172,Leelah,0,28,43.7,70.2,Expanded
173,Thibaud,80,83,41.8,153.5,5th generation
174,Goraud,50,30,98.8,19.6,Devolved
175,Hilarius,8,95,0.9,113.7,Extended
176,Stella,79,50,50.6,15.5,productivity
177,Tabby,10,92,99.5,48.9,Upgradable
178,Marlin,56,67,48.7,40.1,Polarised
179,Hadleigh,25,45,35.2,207.1,multi-tasking
180,Waring,57,95,18.6,162.5,Compatible
181,Ruthy,20,79,5.0,227.0,Customizable
182,Grenville,58,28,51.5,30.4,extranet
183,Brand,4,36,76.6,295.9,Balanced
184,Nichole,64,43,2.9,211.8,local area network
185,Paxton,63,79,11.4,26.7,Compatible
186,Kaiser,61,4,52.2,131.0,Customizable
187,Phebe,32,18,23.9,245.7,contextually-based
188,Bailie,36,72,87.7,12.3,intangible
189,Mollee,75,98,95.6,10.5,modular
190,Onida,8,24,68.8,244.4,Quality-focused
191,Lucita,87,27,88.6,208.5,foreground
192,Rawley,87,53,70.3,48.8,dedicated
193,Hendrika,71,27,36.3,62.9,Organic
194,Oby,25,10,85.7,178.8,neural-net
195,Emeline,81,60,9.6,102.4,systematic
196,Christos,76,46,62.6,253.3,national
197,Sancho,66,93,17.2,55.8,4th generation
198,Dotti,78,43,82.4,16.9,leading edge
199,Yulma,79,65,82.5,43.2,interface
200,Keir,76,11,94.0,215.1,Programmable
201,Bart,99,91,13.6,120.1,secured line
202,Bernice,60,82,73.6,239.5,object-oriented
203,Had,56,39,95.9,110.1,internet solution
204,Erny,77,71,39.9,279.4,Devolved
205,Sayre,80,79,55.2,185.1,neural-net
206,Skippy,75,65,72.9,211.0,24 hour
207,Sabrina,56,63,66.7,142.2,leading edge
208,Thea,43,41,32.7,225.3,Horizontal
209,Kayley,18,29,13.5,18.1,Networked
210,Perice,31,36,93.6,115.2,orchestration
211,Harv,34,29,99.4,234.7,De-engineered
212,Andie,46,11,0.6,92.0,logistical
213,Alethea,18,11,60.3,44.0,portal
214,Corbett,17,65,86.5,140.6,flexibility
215,Roderick,25,92,81.0,56.6,next generation
216,Wilbert,4,86,64.8,147.2,next generation
217,Lynnet,63,21,49.6,1.3,Cross-group
218,Tallou,49,3,78.6,118.6,neutral
219,Malinda,57,70,17.4,87.0,toolset
220,Min,64,43,83.7,161.1,portal
221,Kimmi,28,56,90.8,265.6,instruction set
222,Mignonne,4,44,48.4,239.5,De-engineered
223,Logan,34,6,20.3,122.8,Centralized
224,Felecia,24,9,11.0,80.5,maximized
225,Tallia,73,82,66.4,165.7,eco-centric
226,Harmonia,35,95,35.2,34.5,flexibility
227,Valentia,14,25,70.6,0.7,Right-sized
228,Hunt,55,55,85.8,297.9,bifurcated
229,Patty,21,61,49.9,214.1,support
230,Marylin,60,39,29.8,79.7,Configurable
231,Helenelizabeth,44,13,61.0,173.7,User-centric
232,Lorri,19,6,40.2,148.2,client-server
233,Freddy,6,80,74.1,253.5,architecture
234,Aimil,10,30,11.5,210.2,human-resource
235,Shea,64,36,7.6,61.8,superstructure
236,Elnore,55,29,5.0,184.3,Up-sized
237,Bordy,31,76,3.1,241.9,hierarchy
238,Scarlet,30,48,39.8,102.6,local
239,Antonin,67,61,98.9,141.5,Adaptive
240,Siegfried,86,36,20.6,4.0,intranet
241,Godfree,84,3,27.8,12.1,discrete
242,Page,0,7,63.5,182.3,Adaptive
243,Powell,99,49,74.5,197.1,Customizable
244,Alfy,23,53,51.8,133.2,time-frame
245,Broddie,97,10,51.2,35.9,benchmark
246,Siusan,47,68,54.6,182.1,Quality-focused
247,Wilfrid,78,100,95.9,284.5,array
248,Thibaud,86,65,73.7,56.6,Digitized
249,Demetra,46,5,11.6,296.4,Advanced
250,Reinald,58,69,73.0,233.3,Networked
251,Arden,44,89,83.8,31.6,capability
252,Bianka,12,66,89.4,280.5,hybrid
253,Barny,84,41,78.8,34.1,Reverse-engineered
254,Bink,9,8,13.8,229.1,support
255,George,26,41,60.4,67.6,analyzing
256,Pernell,90,2,6.0,27.7,contextually-based
257,Tulley,62,10,95.2,43.9,Secured
258,Durward,86,45,4.6,42.8,Up-sized
259,Cinnamon,30,88,36.7,119.1,Ergonomic
260,Edwina,2,63,71.0,288.8,Grass-roots
261,Sadie,82,58,0.1,220.3,Graphic Interface
262,Linn,34,61,75.2,106.6,Seamless
263,Abbot,30,22,46.3,297.6,array
264,Cirilo,45,77,39.6,7.5,Customer-focused
265,Jorge,29,19,93.6,100.4,User-friendly
266,Maurene,13,55,73.8,66.5,info-mediaries
267,Adey,66,0,43.9,83.2,support
268,Beltran,87,46,40.9,4.0,extranet
269,Antin,20,48,66.0,61.9,exuding
270,Kaine,97,42,78.6,218.0,encompassing
271,Pris,55,34,85.2,140.4,core
272,Sandie,45,20,7.8,240.4,Fundamental
273,Radcliffe,32,65,71.4,99.0,client-server
274,Abigael,27,13,63.6,29.8,conglomeration
275,Avram,87,9,47.1,284.9,local area network
276,Katharyn,0,19,83.1,116.7,Versatile
277,Isador,71,21,25.9,192.5,background
278,Rosemarie,8,34,24.9,101.3,multi-state
279,Armstrong,8,11,95.6,115.2,utilisation
280,Georgeanna,93,92,66.5,202.8,Managed
281,Sonnie,26,96,34.3,226.6,task-force
282,Mersey,79,23,69.8,34.3,Optimized
283,Moss,79,15,42.0,11.5,algorithm
284,Etheline,79,92,36.9,25.1,executive
285,Nickolas,68,6,32.0,146.9,value-added
286,Leopold,30,57,55.7,202.8,utilisation
287,Joella,27,85,76.8,248.6,disintermediate
288,Glenda,40,91,2.5,242.3,Organic
289,Candi,92,6,22.9,25.4,toolset
290,Ynes,47,52,96.6,10.3,fault-tolerant
291,Jacob,63,54,25.3,192.9,Extended
292,Levey,42,87,84.2,255.3,parallelism
293,Ken,15,11,32.3,262.7,task-force
294,Giorgio,86,37,70.3,20.3,Monitored
295,Brig,51,17,82.3,227.0,Cloned
296,Eddie,86,87,91.8,115.0,high-level
297,Julia,24,5,79.6,175.4,matrices
298,Claudell,48,26,75.0,50.0,Grass-roots
299,Keriann,83,100,83.8,59.4,website
300,Hana,55,56,15.5,94.4,conglomeration
301,Joeann,84,4,66.3,89.1,groupware
302,Waylin,12,50,66.2,1.5,orchestration
303,Viki,82,44,90.3,168.0,ability
304,Mayer,23,66,69.8,76.0,motivating
305,Shepherd,85,89,65.8,281.9,bifurcated
306,Barris,77,68,97.3,108.2,encryption
307,Ardenia,77,67,0.6,248.3,needs-based
308,Chaunce,26,96,68.3,234.1,portal
309,Carolina,31,7,9.2,157.3,Organized
310,Fletch,17,91,76.1,39.9,product
311,Coraline,38,29,44.5,8.3,secondary
312,Jackquelin,48,20,35.2,295.5,Customizable
313,Otto,62,70,15.1,270.0,project
314,Yvette,19,13,5.3,182.6,empowering
315,Vida,7,81,64.7,116.8,Cross-platform
316,Susie,100,48,36.7,262.7,Fully-configurable
317,Laney,59,88,63.0,264.0,pricing structure
318,Jessie,66,65,39.8,244.0,Profit-focused
319,Stirling,15,46,68.8,107.8,Operative
320,Merrili,86,94,94.2,114.0,Seamless
321,Templeton,61,68,10.1,43.3,zero administration
322,Farleigh,94,43,43.0,80.4,analyzing
323,Antonella,1,14,65.3,270.2,zero administration
324,Celestine,67,33,15.6,2.4,Balanced
325,Bradley,26,47,69.2,181.7,Front-line
326,Hobard,25,6,8.4,213.8,holistic
327,Sallee,100,6,15.2,122.8,leverage
328,Jenn,66,98,24.9,118.6,fresh-thinking
329,Monica,66,3,32.5,11.3,Multi-lateral
330,Xavier,89,81,72.2,266.5,bi-directional
331,Guthry,76,49,85.3,161.6,frame
332,Aimil,39,80,20.4,107.8,24 hour
333,Kerrill,38,99,26.5,167.4,tangible
334,Courtnay,47,86,95.9,182.9,Function-based
335,Jaymee,78,59,70.4,116.5,Assimilated
336,Patti,97,27,62.6,180.2,budgetary management
337,Maxwell,72,43,87.8,297.8,Assimilated
338,Camellia,68,83,85.9,210.5,Vision-oriented
339,Jaquelyn,30,5,42.5,195.4,Realigned
340,Beck,67,99,2.2,77.4,intermediate
341,Ruttger,26,49,8.1,172.8,uniform
342,Sheba,51,70,12.7,45.1,Total
343,Indira,100,28,83.1,276.7,Open-source
344,Hart,22,57,71.3,218.2,Universal
345,Kimberly,95,83,53.1,20.1,Integrated
346,Thom,65,31,19.5,61.8,Decentralized
347,Blakelee,40,71,53.6,51.0,definition
348,Myrwyn,17,10,48.9,139.4,adapter
349,Camellia,98,23,76.0,135.8,full-range
350,Jeremie,16,21,19.7,260.1,Quality-focused
351,Kippy,23,88,60.9,84.8,multi-state
352,Griffin,62,70,55.8,219.4,process improvement
353,Cesaro,0,84,73.4,148.1,tangible
354,Ivie,13,71,42.7,167.5,hardware
355,Lenna,93,79,59.8,108.4,Vision-oriented
356,Garrik,56,99,91.7,212.4,Phased
357,Grete,94,99,59.4,213.9,protocol
358,Tawnya,88,13,3.8,85.5,actuating
359,Babb,56,1,11.5,245.7,database
360,Pauletta,26,2,40.3,270.7,hierarchy
361,Trevar,21,37,10.4,158.2,Pre-emptive
362,Halimeda,59,5,32.7,180.2,transitional
363,Sydney,49,93,22.9,133.7,orchestration
364,Massimiliano,58,33,70.3,124.1,responsive
365,Chaim,51,71,23.2,3.3,User-friendly
366,Sonia,62,13,81.9,22.4,next generation
367,Pepi,39,57,43.7,270.8,Enterprise-wide
368,Leeann,15,39,84.0,269.2,homogeneous
369,Emiline,46,83,17.6,215.0,emulation
370,Larine,74,22,45.2,92.5,regional
371,Livy,8,87,91.6,142.7,empowering
372,Bette,39,68,27.0,275.8,Phased
373,Gale,61,100,36.4,207.7,Progressive
374,Brooks,41,45,74.0,165.3,standardization
375,Kenton,16,95,49.2,161.6,definition
376,Shirl,78,95,60.8,41.6,dynamic
377,Rip,91,33,28.1,214.6,upward-trending
378,Lauritz,78,69,23.0,177.7,responsive
379,Torin,58,3,12.0,80.7,web-enabled
380,Stephanus,53,96,70.9,187.4,Triple-buffered
381,Lamont,16,25,27.8,58.9,value-added
382,Portia,82,68,59.1,176.2,Cross-platform
383,Wenona,8,3,65.4,202.6,architecture
384,Corny,24,3,25.6,231.8,Programmable
385,Shelia,72,35,13.3,244.9,Streamlined
386,Kipp,7,34,25.6,173.5,Adaptive
387,Seward,24,34,45.1,231.2,product
388,Ellsworth,70,72,23.5,162.3,web-enabled
389,Isabelita,94,22,85.9,270.7,local
390,Willem,30,57,15.7,1.4,Up-sized
391,Ruttger,53,98,55.3,87.0,Robust
392,Loretta,10,5,98.5,154.5,knowledge base
393,Bobby,19,93,30.9,97.2,Up-sized
394,Estell,43,14,42.3,133.1,info-mediaries
395,Averill,82,5,55.0,277.9,scalable
396,Abeu,84,30,98.4,222.9,collaboration
397,Katine,99,27,71.5,191.0,Intuitive
398,Remington,1,20,16.1,95.2,throughput
399,Lorianne,90,41,37.6,6.0,portal
400,Zach,24,49,68.1,15.7,hardware
401,Allyson,78,80,70.4,4.0,portal
402,Dre,37,38,24.6,106.8,function
403,Olympia,74,17,43.2,293.9,implementation
404,Lara,1,35,20.3,13.9,concept
405,Chrysa,4,44,13.6,189.0,project
406,Sianna,0,18,50.5,8.9,clear-thinking
407,Maybelle,100,15,10.4,286.7,bandwidth-monitored
408,Denyse,60,65,80.0,112.5,logistical
409,Rori,17,100,48.5,226.2,core
410,Claribel,76,76,92.1,100.4,Multi-tiered
411,Etty,51,24,41.5,84.6,challenge
412,Carce,23,14,4.0,208.2,adapter
413,Korella,73,78,81.6,208.1,actuating
414,Bourke,5,70,39.6,120.1,motivating
415,Ramona,89,5,91.1,269.5,Cross-platform
416,Teri,52,69,62.5,246.7,projection
417,Pavla,11,83,31.4,238.6,disintermediate
418,Doyle,1,50,71.5,168.5,composite
419,Alica,64,7,27.6,128.5,Optional
420,Barrett,14,21,50.0,98.1,pricing structure
421,Randi,37,68,76.5,137.4,encryption
422,Michelle,13,37,74.4,272.1,User-centric
423,Harlan,38,44,8.0,5.8,tertiary
424,Sibella,98,69,36.2,234.7,productivity
425,Tammy,35,80,84.0,272.7,contingency
426,Jen,43,70,72.6,266.1,didactic
427,Lorianne,71,41,73.6,220.4,hub
428,Jerrie,51,8,16.9,127.2,Horizontal
429,Chas,38,24,68.8,1.4,background
430,Darnall,8,35,95.7,250.2,analyzing
431,Humfried,29,43,68.0,292.7,Grass-roots
432,Karlotte,91,53,28.3,172.5,composite
433,Bald,51,97,31.8,0.9,24 hour
434,Beatriz,83,83,80.6,189.1,installation
435,Sandye,48,51,11.9,33.9,neural-net
436,Pat,57,45,7.5,44.2,demand-driven
437,Casie,0,35,92.8,248.4,Mandatory
438,Tiebold,83,16,75.1,229.0,systemic
439,Porter,25,89,15.2,231.9,logistical
440,Gilles,31,8,58.1,300.0,discrete
441,Venus,36,45,41.9,5.8,alliance
442,Albie,26,59,19.7,68.9,well-modulated
443,Thorny,86,27,92.0,259.2,Sharable
444,Betteann,60,85,64.4,195.9,uniform
445,Teddy,30,10,22.1,195.2,attitude
446,Deina,47,90,43.2,127.5,bifurcated
447,Sherill,68,88,10.1,228.7,Digitized
448,Drew,7,91,31.1,104.9,architecture
449,Yanaton,38,91,24.8,291.7,Quality-focused
450,Lynsey,36,44,8.9,123.5,Universal
451,Estrella,75,51,29.3,80.8,demand-driven
452,Tess,22,67,26.8,286.8,throughput
453,Matthew,58,79,39.9,151.3,4th generation
454,Yulma,47,56,35.3,114.8,alliance
455,Justino,100,48,58.9,244.4,forecast
456,Roxanne,98,66,18.7,69.7,Reactive
457,Rosaleen,75,59,14.3,285.4,service-desk
458,Ikey,10,75,53.0,238.9,Compatible
459,Clifford,48,68,35.2,291.2,Enhanced
460,Colas,68,64,54.8,290.6,matrix
461,Ellie,15,88,18.7,121.3,Graphical User Interface
462,Lacie,89,78,9.5,50.4,Stand-alone
463,Eleanor,100,25,9.0,248.0,global
464,Maire,46,71,37.3,102.9,matrix
465,Janina,93,25,10.3,235.2,encoding
466,Pamelina,35,90,9.9,269.0,archive
467,Austen,62,72,36.2,148.4,bottom-line
468,Corina,34,97,17.6,247.2,real-time
469,Mame,23,32,33.5,248.3,application
470,Verena,78,6,78.7,0.8,client-server
471,Lucine,91,42,79.7,215.4,cohesive
472,Dodi,34,95,41.9,20.1,logistical
473,Annetta,13,9,70.0,112.6,local
474,Phineas,59,65,61.8,170.7,fresh-thinking
475,Debra,59,32,51.6,252.6,intangible
476,Karena,53,16,71.2,270.3,Graphic Interface
477,Jozef,42,47,26.2,229.9,function
478,Town,60,52,22.2,83.4,global
479,Angie,83,89,13.6,104.3,incremental
480,Moise,11,1,87.8,86.4,installation
481,Iris,40,73,72.4,250.0,complexity
482,Jayne,61,34,36.9,28.9,Diverse
483,Jimmie,89,14,31.0,249.2,6th generation
484,Shayla,8,15,55.7,61.3,solution
485,Torin,62,70,11.6,55.8,maximized
486,Bettye,76,35,46.9,57.2,transitional
487,Kim,90,100,19.3,109.3,4th generation
488,Lois,6,77,24.1,148.9,Decentralized
489,Sheila,70,82,35.0,258.3,functionalities
490,Bianka,69,65,62.4,292.0,motivating
491,Flo,29,14,27.8,180.7,Programmable
492,Editha,61,5,72.4,133.0,neutral
493,Alyosha,15,73,54.8,278.8,cohesive
494,Channa,64,12,16.8,295.4,matrices
495,Conney,55,80,66.6,153.6,holistic
496,Davey,67,94,65.1,151.9,client-server
497,Britt,6,53,68.1,199.4,Down-sized
498,Marlow,41,11,49.7,10.4,5th generation
499,Tera,75,36,25.7,129.2,alliance
500,Kaylee,50,73,25.5,281.3,high-level
501,Penny,34,1,27.9,70.1,database
502,Benni,91,78,4.6,79.9,4th generation
503,Cornell,77,67,98.3,261.0,service-desk
504,Marve,80,98,83.8,123.0,tertiary
505,Dicky,63,74,56.2,209.2,Multi-tiered
506,Marja,95,38,75.7,294.2,Networked
507,Anna-diana,12,1,21.8,253.7,Digitized
508,Daren,0,26,98.1,56.8,Devolved
509,Jedidiah,30,27,87.9,33.2,Synergized
510,Mozes,8,1,83.2,299.5,circuit
511,Bernardine,86,54,16.2,47.0,transitional
512,Ruggiero,41,11,96.8,156.9,help-desk
513,Oona,68,89,97.7,122.9,database
514,Stearn,86,5,32.0,51.2,Ameliorated
515,Maryjane,31,99,45.0,209.2,Multi-layered
516,Kristien,98,55,44.9,262.2,Fundamental
517,Clemente,44,88,16.8,163.5,leading edge
518,Hynda,92,65,94.7,238.4,interface
519,Vanya,37,70,62.8,39.0,system-worthy
520,Sheena,94,18,86.8,284.7,Stand-alone
521,Artair,67,29,9.7,208.4,Horizontal
522,Nicolina,88,58,54.7,238.0,Front-line
523,Padraig,97,84,22.0,186.2,solution-oriented
524,Darb,44,71,22.4,162.8,Pre-emptive
525,Eddi,84,98,11.2,5.0,upward-trending
526,Raffaello,55,31,49.1,271.1,Re-contextualized
527,Leland,42,31,68.4,249.4,exuding
528,Babette,54,35,81.0,267.2,Versatile
529,Tan,82,81,58.6,86.7,Decentralized
530,Armand,44,71,75.4,127.3,secondary
531,Hal,79,55,73.6,207.5,Persistent
532,Penelopa,3,46,99.0,140.9,leading edge
533,Westleigh,70,7,70.7,104.1,circuit
534,Torrey,29,78,56.9,259.1,collaboration
535,Harli,0,29,83.1,168.6,Decentralized
536,Bernhard,34,8,47.8,29.0,contextually-based
537,Delmore,4,53,6.7,85.5,initiative
538,Sigfried,25,53,54.4,236.3,Managed
539,Willabella,26,95,76.5,205.3,Exclusive
540,Teddi,87,21,7.0,289.2,cohesive
541,Anastasia,32,57,50.8,74.8,logistical
542,Robbi,97,25,56.7,64.7,orchestration
543,Yardley,32,41,55.7,73.0,Digitized
544,Xena,24,23,62.5,2.7,toolset
545,Devora,20,83,98.7,201.0,Distributed
546,Augustina,84,51,70.8,135.7,context-sensitive
547,Kellen,3,57,16.7,223.9,Organized
548,Jameson,1,10,2.8,37.1,function
549,Caria,86,11,96.5,63.5,encompassing
550,Brennen,53,68,52.6,49.6,monitoring
551,Arnuad,54,36,54.6,212.1,structure
552,Sharai,27,9,41.7,174.4,Extended
553,Claudia,64,57,21.9,63.2,Visionary
554,Tanner,29,83,69.2,145.4,software
555,Candra,28,27,67.1,191.8,internet solution
556,Ricardo,25,0,90.7,40.4,uniform
557,Christie,5,4,74.0,159.4,knowledge base
558,Pippa,71,4,49.0,203.6,pricing structure
559,Burlie,43,92,43.6,78.8,Reverse-engineered
560,Hollis,45,26,22.8,284.3,attitude-oriented
561,Irina,79,20,55.0,23.5,Centralized
562,Frank,61,14,15.6,187.5,Programmable
563,Bobby,50,79,50.3,202.7,optimizing
564,Lorrie,28,28,55.4,281.6,zero defect
565,Granville,45,88,4.7,237.7,context-sensitive
566,Cassey,55,73,24.0,164.3,Enterprise-wide
567,Vivyan,69,1,92.3,44.5,client-driven
568,Joelie,49,19,39.4,2.5,Persevering
569,Ferdinand,46,24,27.6,215.3,background
570,Tracy,46,91,52.9,38.1,Versatile
571,Rosalie,76,28,5.0,210.9,cohesive
572,Jenine,36,92,40.7,278.9,matrices
573,Valeria,71,5,76.4,95.9,customer loyalty
574,Walton,17,45,6.3,166.1,hierarchy
575,Alexandrina,9,14,88.1,119.4,Enterprise-wide
576,Marlin,31,81,99.1,295.0,Reactive
577,Cornie,11,8,22.0,104.8,Operative
578,Dixie,67,21,72.1,10.7,success
579,Garrick,60,11,94.7,180.3,methodology
580,Chevalier,38,64,19.6,154.2,process improvement
581,Kerry,7,58,55.2,16.8,Cloned
582,Kippie,74,93,14.8,70.5,Multi-layered
583,Dalston,63,80,49.9,160.9,Profit-focused
584,Camey,95,99,39.9,45.3,solution
585,Karel,57,4,74.8,0.9,contextually-based
586,Karissa,1,16,5.6,169.7,Synergistic
587,Tabbie,75,83,21.4,129.1,support
